epigrafe_code,epigrafe_desc,web_supercategory,web_category,web_subcategory,display_label,investable,mapping_rule,source_rows,needs_manual_review
475101,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,Retail especializado,Hogar y decoracion,Textil hogar,Textil hogar,True,exact_code,79320,False
475204,COMERCIO AL POR MENOR EN TIENDAS DE BRICOLAJE,Retail especializado,Hogar y reformas,Bricolaje,Bricolaje,True,exact_code,12163,False
475201,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA,Retail especializado,Hogar y reformas,Ferreteria,Ferreteria,True,exact_code,75528,False
475206,COMERCIO AL POR MENOR DE MATERIAL ELECTRICO,Retail especializado,Hogar y reformas,Material electrico,Material electrico,True,exact_code,31386,False
475202,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,Retail especializado,Hogar y reformas,Materiales de construccion,Materiales de construccion,True,exact_code,27809,False
475203,"COMERCIO AL POR MENOR DE PUERTAS, VENTANAS Y PERSIANAS",Retail especializado,Hogar y reformas,Puertas y ventanas,Puertas y ventanas,True,exact_code,38263,False
475205,COMERCIO AL POR MENOR DE SANEAMIENTOS,Retail especializado,Hogar y reformas,Saneamientos,Saneamientos,True,exact_code,26575,False
477601,"COMERCIO AL POR MENOR DE SEMILLAS, ABONOS, PLANTAS Y FLOR CORTADA",Retail especializado,Hogar y regalos,Floristeria,Floristeria,True,exact_code,55635,False
477602,COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,Retail especializado,Mascotas,Mascotas,Mascotas,True,exact_code,27964,False
477201,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,Retail especializado,Moda y complementos,Calzado,Calzado,True,exact_code,140390,False
477701,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",Retail especializado,Moda y complementos,Joyeria y relojeria,Joyeria y relojeria,True,exact_code,141966,False
477101,COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Retail especializado,Moda y complementos,Moda,Moda,True,exact_code,548449,False
47800108,"SITUADOS: COMPLEMENTOS, BISUTERIA Y ARTESANIA",Retail especializado,Moda y complementos,Moda y complementos,Moda y complementos,True,keyword_fashion,9864,False
471103,TIENDA DE CONVENIENCIA (24H),Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,6455,False
472303,COMERCIO AL POR MENOR DE BACALAO Y SALAZONES,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,1178,False
472909,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA SIN OBRADOR",Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,1123,False
474101,COMERCIO AL POR MENOR DE MAQUINARIA Y EQUIPOS DE OFICINA,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,7470,False
474301,COMERCIO AL POR MENOR DE EQUIPOS O APARATOS AUDIOVISUALES,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,5552,False
475301,"COMERCIO AL POR MENOR DE ALFOMBRAS, MOQUETAS Y REVESTIMIENTOS DE PAREDES Y SUELOS EN ESTABLECIMIENTOS ESPECIALIZADOS",Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,13322,False
475904,COMERCIO AL POR MENOR DE INSTRUMENTOS MUSICALES,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,6383,False
476301,"COMERCIO AL POR MENOR DE PRODUCTOS AUDIOVISUALES EN ESTABLECIMIENTOS ESPECIALIZADOS (CD,DVD,â€¦)",Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,2772,False
476402,COMERCIO AL POR MENOR DE EMBARCACIONES DE RECREO,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,396,False
477401,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,8774,False
477603,COMERCIO AL POR MENOR DE ANIMALES DE COMPAÑIA,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,9136,False
477802,"COMERCIO AL POR MENOR DE SELLOS, MONEDAS Y MEDALLAS",Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,6702,False
477803,COMERCIO AL POR MENOR DE ARMAS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,2080,False
477804,SEX-SHOP,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,2311,False
477807,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,23664,False
477808,OTRO COMERCIO AL POR MENOR DEL ARTICULOS NUEVOS N.C.O.P.,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,keyword_other_retail,97723,False
477901,COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,keyword_other_retail,60599,False
478001,COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,2478,False
47800103,SITUADOS: MELONES Y SANDIAS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,48,False
47800104,SITUADOS: CHURROS Y FREIDURIAS SIN NINGIN TIPO DE RELLENO,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,255,False
47800105,SITUADOS: FLORES Y PLANTAS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,keyword_other_retail,1870,False
47800106,SITUADOS: ARTICULOS NAVIDEÑOS NO ALIMENTICIOS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,1,False
47800109,SITUADOS DE OBJETOS Y PUBLICACIONES POLITICO-SOCIAL-ECONOMICO-DEPORTIVA. QUIOSCOS DE PRENSA,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,103,False
47800111,SITUADOS: SIN DETERMINAR,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,1140,False
47800112,SITUADOS DE ALIMENTOS ENVASADOS SOMETIDOS A TRANSFORMACION,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,62,False
479001,"COMERCIO AL POR MENOR POR CORRESPONDENCIA, INTERNET, A DOMICILIO",Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,20069,False
479002,COMERCIO AL POR MENOR CON MAQUINAS EXPENDEDORAS,Retail especializado,Otros comercios,Otros comercios,Otros comercios,True,fallback_retail,5692,False
862003,CONSULTA DE ESTOMATOLOGOS Y ODONTOLOGOS,Salud y bienestar,Clinicas y consultas,Clinica dental,Clinica dental,True,exact_code,137106,False
861002,CLINICAS MEDICAS,Salud y bienestar,Clinicas y consultas,Clinica medica,Clinica medica,True,exact_code,75784,False
750001,HOSPITALES VETERINARIOS,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,2959,False
750004,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,6576,False
750005,CONSULTORIO VETERINARIO SIN TRATAMIENTO HIGIENICO ANIMAL,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,2892,False
861001,ACTIVIDADES HOSPITALARIAS,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,9910,False
862004,DESPACHO DE ESTOMATOLOGO Y ODONTOLOGO,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,5118,False
869001,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,20869,False
869002,DESPACHO DE PROTESICOS E HIGIENISTAS DENTALES,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,3930,False
869004,DESPACHO DE PODOLOGOS,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,996,False
869006,DESPACHO DE OPTICOS-OPTOMETRISTAS,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,1152,False
869010,DESPACHO DE DIETISTAS,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,2211,False
870001,"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES, DISCAPACITADOS, DROGODEPENDIENTES, CENTROS DE CONVALECENCIA, PERSONAS SIN HOGAR",Salud y bienestar,Clinicas y consultas,Clinicas y consultas,Clinicas y consultas,True,prefix_health,46364,False
862001,CONSULTA DE MEDICINA GENERAL Y ESPECIALIDADES,Salud y bienestar,Clinicas y consultas,Consulta medica,Consulta medica,True,exact_code,73353,False
862002,DESPACHO MEDICO DE MEDICINA GENERAL Y ESPECIALISTAS,Salud y bienestar,Clinicas y consultas,Consulta medica,Consulta medica,True,exact_code,11400,False
869007,FISIOTERAPEUTAS Y OTRAS ACTIVIDADES SANITARIAS,Salud y bienestar,Clinicas y consultas,Fisioterapia,Fisioterapia,True,exact_code,121643,False
869008,DESPACHO DE FISIOTERAPEUTAS,Salud y bienestar,Clinicas y consultas,Fisioterapia,Fisioterapia,True,exact_code,12256,False
869005,CONSULTA DE OPTICOS-OPTOMETRISTAS,Salud y bienestar,Clinicas y consultas,Optometria,Optometria,True,exact_code,13115,False
869009,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",Salud y bienestar,Clinicas y consultas,Parasanitario,Parasanitario,True,exact_code,22450,False
869003,CONSULTA DE PODOLOGIA,Salud y bienestar,Clinicas y consultas,Podologia,Podologia,True,exact_code,23070,False
750002,CLINICA VETERINARIA CON TRATAMIENTO HIGIENICO,Salud y bienestar,Clinicas y consultas,Veterinaria,Veterinaria,True,exact_code,25348,False
750003,CLINICA VETERINARIA SIN TRATAMIENTO HIGIENICO,Salud y bienestar,Clinicas y consultas,Veterinaria,Veterinaria,True,exact_code,13576,False
477301,FARMACIA,Salud y bienestar,Salud retail,Farmacia,Farmacia,True,exact_code,237855,False
472901,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,Salud y bienestar,Salud retail,Herbolario,Herbolario,True,exact_code,72298,False
477806,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,Salud y bienestar,Salud retail,Optica,Optica,True,exact_code,79599,False
477402,COMERCIO AL POR MENOR DE ARTICULOS ORTOPEDICOS,Salud y bienestar,Salud retail,Salud retail,Salud retail,True,keyword_health_retail,16376,False
477403,COMERCIO AL POR MENOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,Salud y bienestar,Salud retail,Salud retail,Salud retail,True,keyword_health_retail,12576,False
477801,COMERCIO AL POR MENOR DE PRODUCTOS DE DROGUERIA,Salud y bienestar,Salud retail,Salud retail,Salud retail,True,keyword_health_retail,40008,False
491001,TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,1399,False
492001,TRANSPORTE DE MERCANCIAS POR FERROCARRIL,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,99,False
493001,"TRANSPORTE TERRESTRE URBANO (AUTOBUS, METRO, TAXI) O INTERURBANO (EXCEPTO POR FERROCARRIL)",Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,14218,False
494001,TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZAS,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,15591,False
521001,DEPOSITO Y ALMACENAMIENTO,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,203212,False
521002,DEPOSITO O ALMACEN DE APOYO MINORISTA PARA ALIMENTOS,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,190,False
522001,APARCAMIENTOS MIXTOS,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,4618,False
522002,APARCAMIENTOS PUBLICOS,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,50416,False
522003,APARCAMIENTOS PRIVADOS,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,43154,False
522004,ACTIVIDADES ANEXAS AL TRANSPORTE,Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,19175,False
532001,"SERVICIOS DE MENSAJERIA, ACTIVIDADES POSTALES Y DE CORREOS",Servicios,Logistica y movilidad,Logistica y movilidad,Logistica y movilidad,True,prefix_logistics,54577,False
790001,"AGENCIAS DE VIAJES, OPERADORES TURISTICOS Y SERVICIOS DE RESERVAS",Servicios,Servicios al consumidor,Agencia de viajes,Agencia de viajes,True,exact_code,77970,False
610002,LOCUTORIOS,Servicios,Servicios al consumidor,Locutorio,Locutorio,True,exact_code,134665,False
952004,ARREGLO DE ROPA,Servicios,Servicios personales,Arreglo de ropa,Arreglo de ropa,True,exact_code,81801,False
960101,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,Servicios,Servicios personales,Lavanderia y tintoreria,Lavanderia y tintoreria,True,exact_code,83022,False
952002,REPARACION DE CALZADO,Servicios,Servicios personales,Reparacion de calzado,Reparacion de calzado,True,exact_code,47463,False
951001,REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACION,Servicios,Servicios personales,Reparacion especializada,Reparacion especializada,True,prefix_95,30658,False
952001,REPARACION DE BICICLETAS,Servicios,Servicios personales,Reparacion especializada,Reparacion especializada,True,prefix_95,3569,False
952003,TAPICERIA,Servicios,Servicios personales,Reparacion especializada,Reparacion especializada,True,prefix_95,31767,False
952005,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,Servicios,Servicios personales,Reparacion especializada,Reparacion especializada,True,prefix_95,55604,False
710001,SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA. ENSAYOS Y ANALISIS TECNICOS,Servicios,Servicios profesionales,Arquitectura e ingenieria,Arquitectura e ingenieria,True,exact_code,59572,False
710002,DESPACHO PROFESIONAL DE ARQUITECTURA E INGENIERIA,Servicios,Servicios profesionales,Arquitectura e ingenieria,Arquitectura e ingenieria,True,exact_code,16923,False
692001,"ACTIVIDADES DE CONTABILIDAD, TENEDURIA, AUDITORIA Y ASESORIA FISCAL",Servicios,Servicios profesionales,Asesoria y contabilidad,Asesoria y contabilidad,True,exact_code,111636,False
702001,ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL,Servicios,Servicios profesionales,Consultoria empresarial,Consultoria empresarial,True,exact_code,28931,False
691001,ACTIVIDADES JURIDICAS,Servicios,Servicios profesionales,Despacho juridico,Despacho juridico,True,exact_code,41815,False
691002,DESPACHO PROFESIONAL DE ACTIVIDADES JURIDICAS,Servicios,Servicios profesionales,Despacho juridico,Despacho juridico,True,exact_code,19326,False
741001,ACTIVIDADES DE DISEÑO ESPECIALIZADO,Servicios,Servicios profesionales,Diseno,Diseno,True,exact_code,25131,False
742001,SERVICIOS FOTOGRAFICOS,Servicios,Servicios profesionales,Fotografia,Fotografia,True,exact_code,22682,False
683001,"ACTIVIDADES INMOBILIARIAS (COMPRAVENTA, ALQUILER, AGENTES PROPIEDAD)",Servicios,Servicios profesionales,Inmobiliaria,Inmobiliaria,True,exact_code,139222,False
821001,ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA Y SERVICIOS DE REPROGRAFIA,Servicios,Servicios profesionales,Oficina y administracion,Oficina y administracion,True,exact_code,353507,False
730001,"PUBLICIDAD, RELACIONES PUBLICAS Y ESTUDIOS DE MERCADO",Servicios,Servicios profesionales,Publicidad y marketing,Publicidad y marketing,True,exact_code,46021,False
631001,"SERVICIOS DE INFORMACION: PROCESO DE DATOS, PORTALES WEB",Servicios,Servicios profesionales,Servicios digitales,Servicios digitales,True,exact_code,11650,False
639001,OTROS SERVICIOS DE INFORMACION: AGENCIAS DE NOTICIAS,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,1218,False
692002,"DESPACHO PROFESIONAL DE ACTIVIDADES ECONOMICAS (CONTABILIDAD, AUDITORIA Y ASESORIA FISCAL)",Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,9447,False
70001,EXTRACCION DE MINERALES METALICOS,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,16,False
701001,ACTIVIDADES DE LAS SEDES CENTRALES,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,26032,False
743001,ACTIVIDADES DE TRADUCCION E INTERPRETACION,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,3046,False
743002,DESPACHO PROFESIONAL DE TRADUCTOR E INTERPRETE,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,82,False
749001,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.O.P.",Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,36926,False
822001,ACTIVIDADES DE LOS CENTROS DE LLAMADAS,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,2058,False
823001,ORGANIZACION DE CONVENCIONES Y FERIAS DE MUESTRAS,Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,7450,False
829001,"ACTIVIDADES DE APOYO A LAS EMPRESAS N.C.O.P. (AGENCIAS DE COBROS, ENVASADO Y EMPAQUETADO)",Servicios,Servicios profesionales,Servicios profesionales,Servicios profesionales,True,prefix_services,7583,False
620001,PROGRAMACION Y CONSULTORIA INFORMATICA Y TECNOLOGIAS DE LA INFORMACION,Servicios,Servicios profesionales,Tecnologia y software,Tecnologia y software,True,exact_code,40507,False
610001,TELECOMUNICACIONES,Servicios,Servicios profesionales,Telecomunicaciones,Telecomunicaciones,True,exact_code,24972,False
10001,EXPLOTACIONES AGRICOLAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,831,False
10002,EXPLOTACIONES GANADERAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,836,False
101001,"PROCESADO Y CONSERVACION DE CARNE Y ELABORACION DE PRODUCTOS CARNICOS, AVES Y CAZA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5367,False
101002,SALAS DE DESPIECE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7556,False
101003,ENVASADO DE CARNE Y DERIVADOS DE CARNE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1414,False
102001,"ELABORACION, ENVASADO Y CONSERVACION DE PRODUCTOS PESQUEROS Y MARISCOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2143,False
102002,PUESTO DEL MERCADO CENTRAL DE PESCADOS DE FABRICACION Y/0 ELABORACION Y/O TRANSFORMACION DE PRODUCTOS DE LA PESCA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3342,False
102003,PUESTO DEL MERCADO CENTRAL DE PESCADOS DE ENVASADO DE PRODUCTOS DE LA PESCA: ENVASADO Y REENVASADO DE PRODUCTOS DE LA PESCA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7977,False
103001,"ELABORACION, ENVASADO Y CONSERVACION DE FRUTAS, VERDURAS Y DERIVADOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3595,False
103002,PUESTO DEL MERCADO CENTRAL DE FRUTAS DE ENVASADO DE FRUTAS Y HORTALIZAS FRESCAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,346,False
104001,FABRICACION DE ACEITES Y GRASAS VEGETALES Y ANIMALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,307,False
105001,PROCESADO Y CONSERVACION DE LECHE Y DERIVADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,415,False
105002,ELABORACION DE HELADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1282,False
106001,"FABRICACION DE PRODUCTOS DE MOLINERIA (HARINAS), ALMIDONES Y DERIVADOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,169,False
107001,FABRICACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,11323,False
107002,"FABRICACION DE PASTAS ALIMENTICIAS,CUSCUS Y SIMILARES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,873,False
108001,PROCESADO Y CONSERVACION DE PLATOS PREPARADOS O PRECOCINADOS Y DIETETICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3459,False
108002,PROCESADO Y CONSERVACION DE CONGELADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,150,False
108003,ELABORACION/ENVASADO DE OVOPRODUCTOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,226,False
108004,ELABORACION Y ENVASADO DE HUEVOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,120,False
108005,FABRICACION O ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5390,False
109001,FABRICACION DE PRODUCTOS PARA LA ALIMENTACION ANIMAL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,365,False
110001,FABRICACION DE BEBIDAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1231,False
120001,INDUSTRIA DEL TABACO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,191,False
130001,"FABRICACION DE TEJIDOS TEXTILES, ALFOMBRAS, CUERDAS Y OTROS PRODUCTOS TEXTILES (EXCEPTO PRENDAS DE VESTIR)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9948,False
141001,CONFECCION PRENDAS DE VESTIR (INCLUIDO CUERO Y EXCLUIDA LA PELETERIA Y LAS PRENDAS DE PUNTO),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,36750,False
142001,FABRICACION DE ARTICULOS DE PELETERIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1953,False
143001,CONFECCION DE PRENDAS DE VESTIR DE PUNTO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3419,False
151001,"PREPARACION, CURTIDO Y ACABADO DEL CUERO. FABRICACION DE ARTICULOS DE MARROQUINERIA, VIAJE, GUARNICIONERIA Y TALABARTERIA. PREPARACION Y TEÑIDO DE PIELES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4351,False
152001,FABRICACION DE CALZADO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1297,False
160001,"INDUSTRIA DE LA MADERA Y CORCHO (EXCEPTO MUEBLES), CESTERIA Y ESPARTERIA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,15800,False
170001,INDUSTRIA DEL PAPEL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2101,False
181001,IMPRENTA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,53604,False
181002,SERIGRAFIA Y SERVICIOS DE PREIMPRESION Y PREPARACION DE SOPORTES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,18785,False
181003,ENCUADERNACION Y SERVICIOS RELACIONADOS CON LA MISMA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,8898,False
182001,REPRODUCCION DE SOPORTES GRABADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1548,False
190001,COQUERIAS Y REFINO DE PETROLEO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,16,False
20001,SILVICULTURA Y EXPLOTACION FORESTAL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,174,False
201001,"FABRICACION DE PRODUCTOS QUIMICOS BASICOS, COMPUESTOS NITROGENADOS, FERTILIZANTES, PLASTICOS Y CAUCHO SINTETICO EN FORMAS PRIMARIAS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,679,False
202001,FABRICACION DE PESTICIDAS Y OTROS PRODUCTOS AGROQUIMICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,115,False
203001,"FABRICACION DE PINTURAS, BARNICES, LACAS Y REVESTIMIENTOS SIMILARES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1280,False
203002,FABRICACION DE TINTAS DE IMPRENTA Y MASILLAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,44,False
204001,"FABRICACION DE JABONES, DETERGENTES Y OTROS ARTICULOS DE LIMPIEZA. PERFUMES Y COSMETICOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1674,False
205001,FABRICACION DE OTROS PRODUCTOS QUIMICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,534,False
206001,FABRICACION DE FIBRAS ARTIFICIALES Y SINTETICAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,31,False
210001,FABRICACION PRODUCTOS FARMACEUTICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1737,False
220001,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4884,False
230001,"FABRICACION DE PRODUCTOS MINERALES NO METALICOS (HORMIGON, CEMENTO, MORTERO, CAL, YESO, LADRILLOS, CERAMICA)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3974,False
230002,FABRICACION DE ARTICULOS DERIVADOS DEL YESO Y/O ESCAYOLA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,634,False
230003,"CORTE, TALLADO Y ACABADO DE LA PIEDRA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2411,False
