zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,11.0,Carabanchel,Servicios,Servicios profesionales,Arquitectura e ingenieria,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,40
district,11.0,Carabanchel,Salud y bienestar,Clinicas y consultas,Clinica medica,14,2,0.14285714285714285,135.0,1.0,1.0,False,low,41
district,11.0,Carabanchel,Servicios,Servicios profesionales,Despacho juridico,14,3,0.21428571428571427,135.0,1.0,1.0,False,low,42
district,11.0,Carabanchel,Automocion,Venta y recambios,Venta de coches usados,12,0,0.0,135.0,1.0,1.0,False,low,43
district,11.0,Carabanchel,Servicios,Servicios profesionales,Publicidad y marketing,10,2,0.2,135.0,1.0,1.0,False,low,44
district,11.0,Carabanchel,Servicios,Servicios profesionales,Tecnologia y software,10,1,0.1,135.0,1.0,1.0,False,low,45
district,11.0,Carabanchel,Servicios,Servicios profesionales,Telecomunicaciones,8,2,0.25,135.0,1.0,1.0,False,low,46
district,11.0,Carabanchel,Alimentacion,Especialistas alimentacion,Bodega,7,0,0.0,135.0,1.0,1.0,False,low,47
district,11.0,Carabanchel,Retail especializado,Hogar y reformas,Bricolaje,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,48
district,11.0,Carabanchel,Alimentacion,Alimentacion fresca,Casqueria,7,0,0.0,135.0,1.0,1.0,False,low,49
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Churreria,7,0,0.0,135.0,1.0,1.0,False,low,50
district,11.0,Carabanchel,Deporte y ocio,Fitness y deporte,Club deportivo,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,51
district,11.0,Carabanchel,Retail especializado,Hogar y decoracion,Iluminacion,7,0,0.0,135.0,1.0,1.0,False,low,52
district,11.0,Carabanchel,Automocion,Venta y recambios,Motos y reparacion,7,0,0.0,135.0,1.0,1.0,False,low,53
district,11.0,Carabanchel,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,7,2,0.2857142857142857,135.0,1.0,1.0,False,low,54
district,11.0,Carabanchel,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,7,0,0.0,135.0,1.0,1.0,False,low,55
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Taberna,7,0,0.0,135.0,1.0,1.0,False,low,56
district,11.0,Carabanchel,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,7,0,0.0,135.0,1.0,1.0,False,low,57
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,6,2,0.3333333333333333,135.0,1.0,1.0,False,low,58
district,11.0,Carabanchel,Servicios,Servicios profesionales,Fotografia,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,59
district,11.0,Carabanchel,Alimentacion,Especialistas alimentacion,Golosinas,6,0,0.0,135.0,1.0,1.0,False,low,60
district,11.0,Carabanchel,Servicios,Servicios profesionales,Consultoria empresarial,5,0,0.0,135.0,1.0,1.0,False,low,61
district,11.0,Carabanchel,Hosteleria,Ocio nocturno,Discoteca,5,0,0.0,135.0,1.0,1.0,False,low,62
district,11.0,Carabanchel,Alimentacion,Especialistas alimentacion,Heladeria,5,0,0.0,128.0,1.0,1.0,False,low,63
district,11.0,Carabanchel,Deporte y ocio,Fitness y deporte,Instalacion deportiva,5,0,0.0,135.0,1.0,1.0,False,low,64
district,11.0,Carabanchel,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,5,0,0.0,135.0,1.0,1.0,False,low,65
district,11.0,Carabanchel,Retail especializado,Cultura y ocio,Libreria,5,1,0.2,135.0,1.0,1.0,False,low,66
district,11.0,Carabanchel,Retail especializado,Hogar y decoracion,Menaje del hogar,5,0,0.0,135.0,1.0,1.0,False,low,67
district,11.0,Carabanchel,Salud y bienestar,Clinicas y consultas,Podologia,5,0,0.0,135.0,1.0,1.0,False,low,68
district,11.0,Carabanchel,Automocion,Taller y reparacion,Accesorios automovil,4,0,0.0,135.0,1.0,1.0,False,low,69
district,11.0,Carabanchel,Educacion,Educacion infantil,Centro de cuidado infantil,4,0,0.0,135.0,1.0,1.0,False,low,70
district,11.0,Carabanchel,Salud y bienestar,Clinicas y consultas,Optometria,4,1,0.25,135.0,1.0,1.0,False,low,71
district,11.0,Carabanchel,Salud y bienestar,Clinicas y consultas,Parasanitario,4,0,0.0,135.0,1.0,1.0,False,low,72
district,11.0,Carabanchel,Alojamiento,Alojamiento turistico,Alojamiento turistico,3,1,0.3333333333333333,118.0,1.0,1.0,False,low,73
district,11.0,Carabanchel,Retail especializado,Cultura y ocio,Bicicletas,3,0,0.0,135.0,1.0,1.0,False,low,74
district,11.0,Carabanchel,Alojamiento,Alojamiento turistico,Hostal,3,0,0.0,135.0,1.0,1.0,False,low,75
district,11.0,Carabanchel,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,3,2,0.6666666666666666,117.0,1.0,1.0,False,low,76
district,11.0,Carabanchel,Hosteleria,Ocio nocturno,Cafe espectaculo,2,1,0.5,91.0,1.0,1.0,False,low,77
district,11.0,Carabanchel,Hosteleria,Catering y colectividades,Eventos y banquetes,2,1,0.5,89.0,1.0,1.0,False,low,78
district,11.0,Carabanchel,Alojamiento,Alojamiento turistico,Hotel,2,0,0.0,135.0,1.0,1.0,False,low,79
district,11.0,Carabanchel,Automocion,Venta y recambios,Venta de motos,2,0,0.0,135.0,1.0,1.0,False,low,80
district,11.0,Carabanchel,Belleza y cuidado personal,Peluqueria y estetica,Bronceado,1,0,0.0,135.0,1.0,1.0,False,low,81
district,11.0,Carabanchel,Alimentacion,Especialistas alimentacion,Cafe e infusiones,1,0,0.0,135.0,1.0,1.0,False,low,82
district,11.0,Carabanchel,Finanzas,Finanzas y seguros,Cambio y envio de moneda,1,1,1.0,89.0,1.0,1.0,False,low,83
district,11.0,Carabanchel,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,1,0,0.0,135.0,1.0,1.0,False,low,84
district,11.0,Carabanchel,Educacion,Formacion,Formacion no reglada,1,0,0.0,94.0,1.0,1.0,False,low,85
district,11.0,Carabanchel,Belleza y cuidado personal,Peluqueria y estetica,Fotodepilacion,1,0,0.0,135.0,1.0,1.0,False,low,86
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Heladeria y salon de te,1,1,1.0,53.0,1.0,1.0,False,low,87
district,11.0,Carabanchel,Educacion,Formacion,Idiomas,1,0,0.0,118.0,1.0,1.0,False,low,88
district,11.0,Carabanchel,Alimentacion,Supermercado y conveniencia,Supermercado,114,14,0.12280701754385964,135.0,0.9912280701754386,0.9912280701754386,True,medium,89
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Bar especial,84,12,0.14285714285714285,135.0,1.0,0.9880952380952381,True,medium,90
district,11.0,Carabanchel,Retail especializado,Conveniencia,Bazar y precio unico,81,10,0.12345679012345678,135.0,1.0,0.9876543209876543,False,low,91
district,11.0,Carabanchel,Hosteleria,Bar y cafeteria,Cafeteria,81,6,0.07407407407407407,135.0,1.0,0.9876543209876543,False,low,92
district,11.0,Carabanchel,Retail especializado,Moda y complementos,Calzado,71,8,0.11267605633802817,135.0,0.9859154929577465,0.9859154929577465,False,low,93
